company,specific_location,REF,review_date,cocoa_percentage,company_location,rating,bean_type,general_location,lon,lat
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77%,Ecuador,3.25,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100%,Ecuador,1.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Bowler Man,Maya Mountain,1267,2014,70%,U.S.A.,2.75,Trinitario,Belize,-88.7600927,16.8259793
Bowler Man,Conacado,1271,2014,70%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70%,U.S.A.,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70%,U.S.A.,3.75, ,Nicaragua,-85.2936911,12.6090157
Brasstown aka It's Chocolate,Conacado,1462,2015,68%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70%,U.S.A.,3.75,Trinitario,Belize,-88.7600927,16.8259793
Brasstown aka It's Chocolate,Chuao,1355,2014,70%,U.S.A.,4.0,Trinitario,Venezuela,-66.1109318,8.0018709
Brasstown aka It's Chocolate,Cooproagro,1125,2013,72%,U.S.A.,3.0,Trinitario,Dominican Republic,-70.3028026,19.0974031
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
Brasstown aka It's Chocolate,Ghana,1129,2013,75%,U.S.A.,3.5,Forastero,Ghana,-1.0800271,8.0300284
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85%,U.S.A.,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Brazen,Elvesia P.,1514,2015,60%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Brazen,Elvesia P.,1514,2015,80%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Brazen,"Alta Verapaz, 2014",1514,2015,70%,U.S.A.,3.5, ,Guatemala,-89.8988087,15.6356088
Brazen,Ambolikapiky P.,1518,2015,80%,U.S.A.,2.75, ,Madagascar,46.4416422,-18.9249604
Brazen,Maya Mountain,1518,2015,80%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Brazen,Ambolikapkly P.,1518,2015,60%,U.S.A.,3.25, ,Madagascar,46.4416422,-18.9249604
Breeze Mill,Jamaica,1149,2013,70%,U.S.A.,3.0,Trinitario,Jamaica,-77.3947693,18.1850507
Bright,Somia Plantation,1231,2014,72%,Australia,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Bright,Marabel Farms,1231,2014,70%,Australia,3.5, ,Dominican Republic,-70.3028026,19.0974031
Bright,"Camino Verde, Balao, Guayas",1231,2014,72%,Australia,3.5, ,Ecuador,-79.3666965,-1.3397668
Bright,Gran Couva,1235,2014,68%,Australia,2.75,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Britarev,Ecuador,1638,2015,70%,Russia,3.25, ,Ecuador,-79.3666965,-1.3397668
Bronx Grrl Chocolate,Dominican Republic,1181,2013,68%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Burnt Fork Bend,Trinidad,1299,2014,72%,U.S.A.,3.25,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Burnt Fork Bend,Mindo,1299,2014,72%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Burnt Fork Bend,Belize,1303,2014,72%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Burnt Fork Bend,Blend,1303,2014,72%,U.S.A.,3.25,Blend, ,0,0
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60%,U.S.A.,2.5, ,Ecuador,-79.3666965,-1.3397668
Cacao Arabuco,Puerto Rico,1606,2015,70%,Puerto Rico,2.5, ,Puerto Rico,-66.41328179513847,18.2214149
Cacao Atlanta,Tumbes,1215,2014,75%,U.S.A.,2.5,Criollo,Peru,-75.0458515,-6.8699697
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Cacao Atlanta,Patanemo,600,2010,75%,U.S.A.,2.25, ,Venezuela,-66.1109318,8.0018709
Cacao Barry,Grand 'Anse,1716,2016,65%,France,3.5,"Trinitario, Criollo",Haiti,-72.3570972,19.1399952
Cacao Barry,Santo Domingo,586,2010,70%,France,3.0, ,Dominican Republic,-70.3028026,19.0974031
Cacao Barry,Tanzania,300,2008,75%,France,2.0, ,Tanzania,35.7878438,-6.5247123
Cacao Barry,Venezuela,141,2007,72%,France,2.0, ,Venezuela,-66.1109318,8.0018709
Cacao Barry,Mexico,147,2007,66%,France,3.0, ,Mexico,-100.000037,22.5000485
Cacao de Origen,Chuao,1688,2015,77%,Venezuela,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Cacao de Origen,Rio Caribe,1692,2015,75%,Venezuela,3.25,Trinitario,Venezuela,-66.1109318,8.0018709
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75%,Venezuela,2.5, ,Venezuela,-66.1109318,8.0018709
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74%,Venezuela,3.25, ,Venezuela,-66.1109318,8.0018709
Cacao de Origen,"Chuao, Aragua region",1391,2014,75%,Venezuela,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Cacao de Origen,"Chuao, Aragua region",1395,2014,70%,Venezuela,3.75,Trinitario,Venezuela,-66.1109318,8.0018709
Cacao de Origin,Hacienda la Trinidad,1668,2015,74%,Venezuela,3.25, ,Venezuela,-66.1109318,8.0018709
Cacao Hunters,Macondo,1816,2016,71%,Colombia,3.75, ,Colombia,-72.9088133,4.099917
Cacao Hunters,Perla Negra,1816,2016,74%,Colombia,3.75, ,Colombia,-72.9088133,4.099917
Cacao Hunters,Arhuacos,1662,2015,72%,Colombia,3.75, ,Colombia,-72.9088133,4.099917
Cacao Hunters,Sierra Nevada,1430,2014,64%,Colombia,3.5, ,Colombia,-72.9088133,4.099917
Cacao Hunters,Tumaco,1430,2014,70%,Colombia,3.5, ,Colombia,-72.9088133,4.099917
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69%,Colombia,2.75, ,Colombia,-72.9088133,4.099917
Cacao Hunters,Arauca,1434,2014,70%,Colombia,3.25, ,Colombia,-72.9088133,4.099917
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70%,U.S.A.,3.5,Trinitario,Honduras,-86.0755145,15.2572432
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72%,U.S.A.,3.75,Criollo,Dominican Republic,-70.3028026,19.0974031
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Cacao Prieto,Dominican Republic,641,2011,66%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Cacao Prieto,"Dominican Republic, rustic",647,2011,65%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Cacao Sampaka,"Mahali, Kasai",1908,2016,70%,Spain,3.5,Criollo,Congo,15.6419155,-0.7264327
Cacao Sampaka,Madagascar,508,2010,71%,Spain,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Cacao Sampaka,Ecuador,523,2010,71%,Spain,3.75, ,Ecuador,-79.3666965,-1.3397668
Cacao Sampaka,Papua,523,2010,71%,Spain,4.0, ,Papua New Guinea,144.2489081,-5.6816069
Cacao Sampaka,Grenada,537,2010,71%,Spain,3.25,Trinitario,Grenada,-61.6904045,12.1360374
Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.5, ,Venezuela,-66.1109318,8.0018709
Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.5, ,Venezuela,-66.1109318,8.0018709
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70%,Spain,4.0,Criollo,Mexico,-100.000037,22.5000485
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70%,Spain,4.0,Criollo,Mexico,-100.000037,22.5000485
Cacao Store,Madagascar,1684,2015,70%,Japan,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Cacao Store,Peru,1684,2015,70%,Japan,3.25, ,Peru,-75.0458515,-6.8699697
Cacao Store,Vietnam,1684,2015,70%,Japan,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70%,Peru,3.25, ,Peru,-75.0458515,-6.8699697
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63%,Ecuador,3.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71%,Ecuador,3.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82%,Ecuador,2.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91%,Ecuador,1.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Callebaut,Grenade,296,2008,60%,Belgium,2.75,Trinitario,Grenada,-61.6904045,12.1360374
Callebaut,Baking,141,2007,70%,Belgium,1.0, ,Ecuador,-79.3666965,-1.3397668
C-Amaro,Cuba,1442,2014,75%,Italy,2.5, ,Cuba,-80.8328748,23.0131338
C-Amaro,Dominican Republic,1442,2014,72%,Italy,3.0, ,Dominican Republic,-70.3028026,19.0974031
C-Amaro,"Lago di Como, Blu",1442,2014,70%,Italy,3.5,Blend, ,0,0
C-Amaro,Ecuador,1185,2013,100%,Italy,3.5, ,Ecuador,-79.3666965,-1.3397668
C-Amaro,Venezuela,809,2012,80%,Italy,3.0, ,Venezuela,-66.1109318,8.0018709
C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome,6.7313031,0.3389242
C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela,-66.1109318,8.0018709
Cao,Tanzania,1804,2016,73%,U.S.A.,2.75, ,Tanzania,35.7878438,-6.5247123
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Cao,Bolivia,1808,2016,75%,U.S.A.,3.0, ,Bolivia,-64.9912286,-17.0568696
Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Trinitario,Brazil,-53.2,-10.3333333
Caoni (Tulicorp),Esmeraldas,237,2008,77%,Ecuador,2.0,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Caoni (Tulicorp),Manabi,237,2008,77%,Ecuador,2.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Caoni (Tulicorp),Los Rios,245,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Caoni (Tulicorp),Manabi,266,2008,55%,Ecuador,3.0,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Caoni (Tulicorp),Los Rios,269,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Caoni (Tulicorp),Esmeraldas,269,2008,55%,Ecuador,3.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70%,New Zealand,3.5,Trinitario,Papua New Guinea,144.2489081,-5.6816069
Captain Pembleton,Kulili Estate,1263,2014,70%,New Zealand,3.75, ,Papua New Guinea,144.2489081,-5.6816069
Caribeans,"Antigua, Special Reserve",1582,2015,72%,Costa Rica,3.5, ,Guatemala,-89.8988087,15.6356088
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72%,Costa Rica,3.25, ,Costa Rica,-84.0739102,10.2735633
Caribeans,Anselmo Paraiso Estate,1586,2015,72%,Costa Rica,3.5, ,Costa Rica,-84.0739102,10.2735633
Caribeans,Costa Rica,841,2012,72%,Costa Rica,3.0,Forastero,Costa Rica,-84.0739102,10.2735633
Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica,-84.0739102,10.2735633
Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3.0,Trinitario,Colombia,-72.9088133,4.099917
Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,-72.9088133,4.099917
Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Trinitario,Colombia,-72.9088133,4.099917
Carlotta Chocolat,Huila,1888,2016,65%,Colombia,3.5,Trinitario,Colombia,-72.9088133,4.099917
Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.5,CCN51,Colombia,-72.9088133,4.099917
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72%,U.S.A.,4.0,Trinitario,Belize,-88.7600927,16.8259793
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72%,U.S.A.,3.5,Trinitario,Honduras,-86.0755145,15.2572432
Castronovo,"Duarte, Batch 360",1570,2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic,0,0
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72%,U.S.A.,3.5, ,Venezuela,-66.1109318,8.0018709
Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.5,"Criollo, Trinitario",Colombia,-72.9088133,4.099917
Castronovo,Arauca,1371,2014,76%,U.S.A.,3.5,"Criollo, Trinitario",Colombia,-72.9088133,4.099917
Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Trinitario,Dominican Republic,-70.3028026,19.0974031
Castronovo,Bolivia,1101,2013,70%,U.S.A.,3.0,Trinitario,Bolivia,-64.9912286,-17.0568696
Castronovo,Conacado,1101,2013,73%,U.S.A.,3.5,Trinitario,Dominican Republic,-70.3028026,19.0974031
Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Criollo,Peru,-75.0458515,-6.8699697
Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25, ,Venezuela,-66.1109318,8.0018709
Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Trinitario,Nicaragua,-85.2936911,12.6090157
Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru,-75.0458515,-6.8699697
Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3.0, ,Venezuela,-66.1109318,8.0018709
Cello,Ecuador,1247,2014,70%,U.S.A.,2.5, ,Ecuador,-79.3666965,-1.3397668
Cello,Peru,1247,2014,70%,U.S.A.,2.75, ,Peru,-75.0458515,-6.8699697
Cello,Venezuela,1251,2014,70%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Cello,Bolivia,1251,2014,70%,U.S.A.,3.0, ,Bolivia,-64.9912286,-17.0568696
Cemoi,Equateur,404,2009,72%,France,2.75, ,Ecuador,-79.3666965,-1.3397668
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda,32.2166578,1.5333554
Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25, ,Belize,-88.7600927,16.8259793
Chchukululu (Tulicorp),Arriba,486,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Chchukululu (Tulicorp),Los Rios,252,2008,75%,Ecuador,3.0,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Chequessett,la Amistad,1235,2014,70%,U.S.A.,3.5, ,Costa Rica,-84.0739102,10.2735633
Chloe Chocolat,Blend No. 1,672,2011,70%,France,3.5, , ,0,0
Chocablog,Ecuador,1454,2015,70%,U.K.,3.25, ,Ecuador,-79.3666965,-1.3397668
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3.0,Trinitario,Belize,-88.7600927,16.8259793
Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Trinitario,Belize,-88.7600927,16.8259793
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Trinitario,Vietnam,108.4265113,13.2904027
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70%,South Korea,3.5,Trinitario,Malaysia,102.2656823,4.5693754
Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Criollo,Peru,-75.0458515,-6.8699697
Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru,-75.0458515,-6.8699697
Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Chocola'te,Madagascar,647,2011,70%,U.S.A.,3.75,Trinitario,Madagascar,46.4416422,-18.9249604
Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75, ,Venezuela,-66.1109318,8.0018709
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90%,U.S.A.,2.5, ,Peru,-75.0458515,-6.8699697
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80%,U.S.A.,2.5, , ,0,0
Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.5, ,Bolivia,-64.9912286,-17.0568696
Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75, ,Uganda,32.2166578,1.5333554
Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3.0,Criollo (Ocumare),Venezuela,-66.1109318,8.0018709
Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75, ,Nicaragua,-85.2936911,12.6090157
Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75, ,Peru,-75.0458515,-6.8699697
Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Trinitario,Dominican Republic,-70.3028026,19.0974031
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68%,Amsterdam,3.5,Forastero,Congo,15.6419155,-0.7264327
Chocolate Makers,"Peru, Awagum bar",1530,2015,80%,Amsterdam,3.75,Criollo,Peru,-75.0458515,-6.8699697
"Chocolate Tree, The",Maranon,1582,2015,69%,Scotland,3.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Trinitario,Venezuela,-66.1109318,8.0018709
"Chocolate Tree, The",Peru,1121,2013,70%,Scotland,3.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru,-75.0458515,-6.8699697
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar,46.4416422,-18.9249604
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Criollo,Mexico,-100.000037,22.5000485
ChocoReko,Patanemo,1454,2015,77%,Japan,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25, ,Mexico,-100.000037,22.5000485
Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico,-100.000037,22.5000485
Chocovic,Sambirano,478,2010,71%,Spain,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Chocovic,Kendari,439,2009,60%,Spain,3.25, , ,0,0
Chocovic,Tarakan,439,2009,75%,Spain,3.25, , ,0,0
Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Chocovic,Guyave,117,2007,71%,Spain,2.5,Trinitario,Grenada,-61.6904045,12.1360374
Chocovic,Maragda,117,2007,70%,Spain,3.0,Blend, ,0,0
Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5,Trinitario,Mexico,-100.000037,22.5000485
Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5,Trinitario,Mexico,-100.000037,22.5000485
Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela,-66.1109318,8.0018709
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Criollo,Mexico,-100.000037,22.5000485
Choklat,Brazilian,377,2009,70%,Canada,3.0, ,Brazil,-53.2,-10.3333333
Choklat,Brazilian,377,2009,80%,Canada,3.0, ,Brazil,-53.2,-10.3333333
Choklat,Ocumare,377,2009,70%,Canada,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75, ,Martinique,-61.01582685063731,14.6367927
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25, ,Mexico,-100.000037,22.5000485
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68%,Canada,3.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Claudio Corallo,Terreiro Velho P.,470,2010,73.5%,Sao Tome,3.75,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3.0,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4.0,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1.0,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25, ,Venezuela,-66.1109318,8.0018709
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25, ,Bolivia,-64.9912286,-17.0568696
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela,-66.1109318,8.0018709
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam,108.4265113,13.2904027
Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Forastero,Ghana,-1.0800271,8.0300284
Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5, ,Ecuador,-79.3666965,-1.3397668
Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Coppeneur,Madagascar,959,2012,70%,Germany,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Coppeneur,Grenada,470,2010,72%,Germany,3.25,Trinitario,Grenada,-61.6904045,12.1360374
Coppeneur,Chuao,478,2010,70%,Germany,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.5,Nacional,Ecuador,-79.3666965,-1.3397668
Coppeneur,Trinidad,558,2010,72%,Germany,3.0,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Trinitario,Jamaica,-77.3947693,18.1850507
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela,-66.1109318,8.0018709
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3.0,Criollo,Peru,-75.0458515,-6.8699697
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25,Criollo,Peru,-75.0458515,-6.8699697
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela,-66.1109318,8.0018709
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela,-66.1109318,8.0018709
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3.0,Criollo,Mexico,-100.000037,22.5000485
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3.0,Criollo (Porcelana),Venezuela,-66.1109318,8.0018709
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1.0, , ,0,0
Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea,144.2489081,-5.6816069
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu,168.1069154,-16.5255069
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania,35.7878438,-6.5247123
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25,Trinitario,Brazil,-53.2,-10.3333333
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25,Trinitario,Fiji,179.0122737,-18.1239696
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu,168.1069154,-16.5255069
Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea,144.2489081,-5.6816069
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75, ,Australia,134.755,-24.7761086
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25, ,Australia,134.755,-24.7761086
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Damson,Robson Estate,1610,2015,70%,U.K.,3.0,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Damson,Los Rios,1610,2015,70%,U.K.,3.5, ,Ecuador,-79.3666965,-1.3397668
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25, ,Grenada,-61.6904045,12.1360374
Damson,O'Payo,1666,2015,70%,U.K.,2.75, ,Nicaragua,-85.2936911,12.6090157
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75, , ,0,0
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
